Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU04,OUT045,1878.5213314337823
FDE35,OUT019,195.82717066071385
NCD31,OUT035,2792.770915487783
FDJ56,OUT035,1658.1362932571647
NCU53,OUT046,2629.2907173947806
FDD39,OUT035,3636.2220595591893
NCU17,OUT019,262.4986647657198
FDJ20,OUT046,1889.5879575150987
NCW41,OUT018,2259.2654315855875
FDL52,OUT035,742.3735018020902
FDS39,OUT035,2244.9089016405255
DRJ47,OUT045,2800.081674260662
FDP13,OUT010,81.17984612006485
DRK39,OUT010,230.43958283094804
FDF28,OUT010,444.2985261052894
FDB09,OUT045,1993.624740310391
FDM51,OUT046,1624.3339390099575
DRM49,OUT018,650.5924646962628
DRF23,OUT013,2773.6706645227473
DRH01,OUT035,2834.0960383583733
FDH12,OUT027,2801.8608187693585
FDA28,OUT019,350.1027638286798
FDW37,OUT018,1214.7322493596714
FDF02,OUT046,1660.877098442613
DRL37,OUT046,695.9495554910734
NCF43,OUT046,2201.4170471427133
FDH08,OUT010,871.6168911365405
FDR34,OUT019,787.1601716369089
NCK19,OUT049,3170.5864607648086
NCD55,OUT018,542.6159023860463
FDT27,OUT049,3812.045394195495
FDQ57,OUT045,2364.130869544797
FDA47,OUT035,2671.605385302902
DRG15,OUT027,1777.7211504620955
FDE05,OUT018,2039.9938862585504
FDN46,OUT046,1619.8653982510843
FDX27,OUT027,2504.659604789698
FDT51,OUT045,1747.459862219048
FDU33,OUT013,739.734962765621
FDJ16,OUT027,1717.7299958998458
FDD20,OUT019,379.4547570528742
FDT36,OUT049,713.5653310619264
DRF15,OUT027,3881.215066394051
FDN52,OUT010,266.60902431467747
FDC22,OUT027,5137.387660911484
FDX15,OUT045,2556.2065351662936
FDT13,OUT013,3140.404791453674
FDU04,OUT017,1961.3457945871146
FDU31,OUT019,674.6845767827949
FDW59,OUT027,2217.9694853824185
NCO29,OUT046,2634.1887869132215
FDL15,OUT035,2500.1195512724203
FDI41,OUT049,2369.938239299151
FDQ48,OUT049,1646.1855709612287
DRI39,OUT013,875.2136503565744
FDI08,OUT013,4283.654243173802
FDC21,OUT049,1805.6933492295564
FDF58,OUT035,1087.4743087030483
FDS08,OUT010,565.5382844470207
FDE47,OUT045,2029.7872193921264
NCP18,OUT019,426.8518555545954
NCR41,OUT013,1596.0966161295785
FDA27,OUT013,3760.130056949662
FDA43,OUT035,3283.5932425251904
FDA49,OUT045,1303.1625410439717
NCE55,OUT018,2596.1676850327885
DRM49,OUT027,1328.3790830789928
FDF22,OUT027,5656.316670040837
FDQ15,OUT018,1034.756109405933
NCS54,OUT017,3037.1850495903414
NCY05,OUT013,670.0174925998175
FDR45,OUT046,3810.79223013491
FDK57,OUT049,1922.706653319062
FDF41,OUT010,958.1579732942982
FDV21,OUT046,2073.4620055387427
FDD51,OUT046,716.3829126255206
FDF33,OUT046,1829.4063349799433
FDA38,OUT046,3847.0443277413815
FDR56,OUT045,3178.6227553159442
NCN41,OUT017,1952.6155166847568
FDC60,OUT027,2370.5123667891344
FDB47,OUT045,3365.423707445468
DRH01,OUT013,2777.4808433610933
FDW08,OUT046,1634.361393788128
FDF38,OUT027,1221.1191462875813
FDY32,OUT017,2635.460548122755
FDG34,OUT049,1797.0100784889955
FDG47,OUT019,699.6991480214492
NCF18,OUT035,3205.115526471707
FDL39,OUT019,510.83663945698504
NCH55,OUT035,2136.82831291906
DRJ35,OUT049,1008.3094459303206
FDS44,OUT035,3919.2687859783637
DRE01,OUT018,3423.8174681400433
FDY39,OUT013,3164.06503796826
FDY32,OUT018,2314.2186489098412
FDR33,OUT027,2891.9124228876194
NCP50,OUT049,1231.1786061497257
FDZ47,OUT018,1307.4142498512986
FDU57,OUT049,2463.2286138353984
FDY44,OUT013,3227.0231958560867
DRH59,OUT018,944.1341305167325
FDB03,OUT027,5837.463050303741
FDY46,OUT045,3035.7596754151423
FDM39,OUT045,2848.9446766975852
FDY36,OUT035,1215.3523647399325
NCM55,OUT035,3178.82790957945
FDJ50,OUT010,117.69207119456537
DRL60,OUT013,2384.457331135834
NCJ54,OUT049,3748.400174019174
FDX59,OUT017,703.9102212786776
FDI07,OUT013,3380.990543440258
DRF51,OUT010,38.27266524714884
FDM14,OUT017,1859.9286102807514
FDP21,OUT045,3206.8739450182043
FDE40,OUT035,1061.4901935552125
FDE05,OUT035,2477.459780995002
FDM13,OUT027,3449.5051261100184
FDC34,OUT027,3931.6112607201267
NCI55,OUT018,1740.6415234188958
NCE43,OUT018,2392.8917084133636
FDW58,OUT018,1490.8729713141793
FDG60,OUT045,3710.020619260755
FDV31,OUT017,2858.078829656535
FDR47,OUT013,3177.6489449670416
FDM60,OUT019,63.00300468759805
NCF06,OUT018,3281.840823217712
NCN26,OUT027,2958.060010012343
FDQ59,OUT049,1346.915569042989
FDF09,OUT046,679.3225527995486
NCS06,OUT017,3945.456998834215
FDT44,OUT046,1774.1368937711818
FDI19,OUT017,4131.486229684768
FDT22,OUT017,1052.2402024942353
NCF54,OUT027,4508.505286598801
DRG25,OUT045,3090.783680398858
FDB59,OUT017,3377.9261750607775
FDQ37,OUT017,3588.2944194516385
FDP56,OUT035,770.9730931108107
FDW44,OUT035,2905.3775415656637
FDJ26,OUT010,752.3794919278469
FDU43,OUT018,3272.7105886995646
FDW33,OUT045,1672.2752345620504
NCX53,OUT027,3663.7176688536315
FDN56,OUT010,498.47139732205704
DRF15,OUT049,2419.367005220563
FDO33,OUT017,1884.4655979567178
FDZ39,OUT010,369.04452016472754
NCJ19,OUT017,860.0926077024644
FDU01,OUT035,3379.6228836462997
FDT12,OUT035,3907.755545935936
NCM18,OUT018,892.9402734736558
FDP19,OUT017,2075.7609823257576
NCR42,OUT049,696.0388278139342
FDN10,OUT046,1865.7254813717977
FDG44,OUT017,961.1350079697223
FDQ10,OUT046,2821.6326075324337
DRH13,OUT049,1692.5361861168371
FDT52,OUT013,3991.420131175247
FDM56,OUT045,1725.8177197173698
NCO43,OUT010,386.9340654038352
NCV29,OUT035,3063.2992830012454
NCF06,OUT013,4105.89939915157
FDO50,OUT035,1509.5792407919448
FDT59,OUT013,3884.013303269743
FDX40,OUT027,1224.8852209371687
FDE50,OUT017,3351.7020367222044
FDX51,OUT017,3447.9121155279013
NCD30,OUT018,1359.5263075631908
FDK15,OUT013,1628.8397877633295
FDL12,OUT045,1012.8101306032604
FDK46,OUT017,4241.578571683855
DRH49,OUT010,219.12244843641722
FDQ57,OUT046,2416.7080503733296
FDY59,OUT017,1562.443819345676
FDO09,OUT018,3605.792765862187
NCG30,OUT035,2000.261588630561
FDM09,OUT017,2809.4028712276227
NCN17,OUT027,2648.9959211521896
NCS42,OUT013,1404.978880839284
FDD02,OUT019,337.3495337073791
FDE34,OUT013,3057.706605857894
FDU38,OUT045,3108.093081729888
FDB33,OUT046,2543.6373888411495
NCJ29,OUT017,1413.3871795452812
FDZ27,OUT035,801.133343044556
FDI40,OUT013,1606.1042964113713
FDG22,OUT013,712.7952955537667
FDT51,OUT017,1853.1789473780925
FDF20,OUT018,2906.460751332769
FDV50,OUT035,1962.7809431604278
FDT02,OUT049,683.3804429349185
DRC49,OUT017,2352.2317510540383
FDF26,OUT049,2484.9556581676225
FDV52,OUT035,1981.306880009909
FDX59,OUT049,695.0891470884028
FDV25,OUT035,3828.262280555664
FDW23,OUT027,1203.6182595295913
FDE53,OUT018,1445.7211305031547
FDA19,OUT017,2135.292335546436
FDH22,OUT046,2010.17124724006
NCO41,OUT013,1553.0891170628324
FDX12,OUT017,4142.6809321871215
FDF17,OUT013,3275.2279293929973
FDS11,OUT045,3760.2771657967924
FDR51,OUT035,2454.6987824542452
FDT49,OUT010,345.76014860995565
FDC56,OUT013,1905.781518783829
FDR13,OUT027,3014.7611061019074
FDQ60,OUT035,1932.3178534256645
FDN38,OUT049,4074.9783909577745
NCL29,OUT013,2443.626041823421
FDO13,OUT027,4367.764971073304
FDE26,OUT018,1992.9425305713717
FDA31,OUT010,565.0369738642734
FDX14,OUT035,1197.180254486173
FDA34,OUT045,2944.72742107337
FDF26,OUT013,2453.0439753418427
FDE38,OUT045,2663.9992251237736
DRI11,OUT046,1797.0297495437655
FDQ60,OUT027,3002.573558710286
FDL21,OUT027,1210.4379723867644
DRC12,OUT027,5180.0475337004855
FDC47,OUT046,3604.926298632783
FDE57,OUT045,2137.8566207330664
FDT14,OUT045,1848.7429144338687
NCZ53,OUT046,3101.113335671056
FDE28,OUT018,3357.2324226385203
FDR19,OUT035,2404.5032052700863
NCF54,OUT019,488.2822127041255
FDZ08,OUT046,1216.350342617522
NCJ05,OUT018,2138.3104107957283
FDF59,OUT046,2049.2964106735894
NCO05,OUT035,1674.6466865591042
FDW24,OUT018,634.3815184171926
NCX42,OUT018,2400.237315219294
NCA53,OUT035,817.63972964547
FDI45,OUT019,478.37306765704267
FDG46,OUT046,1876.511551792357
FDM20,OUT010,1072.928691535151
FDW11,OUT010,194.23961910443273
FDX08,OUT035,3086.713495065331
NCK17,OUT035,703.0921063162838
FDK32,OUT018,2113.17052064875
NCA42,OUT035,2645.699834283004
DRI01,OUT035,2873.290863241351
NCL55,OUT049,4131.483606131095
DRE25,OUT018,1261.3090719626973
FDD14,OUT017,3051.9599110046406
FDB10,OUT046,3716.219437089665
DRN11,OUT035,2351.589667581226
FDP38,OUT018,631.5358962585352
NCA30,OUT017,3096.0562661423255
FDT15,OUT017,3215.917862924173
NCP55,OUT018,730.1869604568783
FDF12,OUT035,2399.2458359370403
FDM21,OUT018,3490.405030288886
FDX56,OUT035,3574.0048127580485
FDF10,OUT017,2438.9660099924376
FDT32,OUT045,3129.439268700718
FDM51,OUT018,1372.1730243904224
NCR50,OUT018,2177.8560462829564
FDI19,OUT049,3952.7741489869672
FDX21,OUT017,1790.1307316899724
FDR31,OUT035,2434.290680298539
FDY02,OUT013,4213.87885503785
NCA29,OUT045,2842.9514320785042
NCX17,OUT046,3349.207846930514
FDM12,OUT045,3161.8745176291895
FDI53,OUT027,4094.681372980044
NCU30,OUT049,2686.8988519234786
FDC56,OUT027,3122.699435456896
FDK27,OUT018,1673.806469684884
NCK18,OUT017,2873.8597575325743
FDB52,OUT019,885.2341256420489
DRG25,OUT027,5134.707157035793
FDZ13,OUT049,852.7533035564757
FDB57,OUT019,780.6193043172631
FDR40,OUT046,1292.9092352134762
NCO14,OUT019,59.657156988995695
NCN19,OUT045,3079.3363717761404
FDQ28,OUT019,426.26718985239404
FDO13,OUT018,2222.3671258070704
FDK48,OUT013,1141.817937419298
FDU07,OUT018,2091.073445180168
FDW20,OUT046,2000.926645983618
FDV12,OUT010,320.5944045921192
FDH24,OUT013,2464.9729943493253
FDV59,OUT049,3584.5880734488246
FDK57,OUT045,1853.291326564326
FDL16,OUT027,1294.8688656238833
NCQ17,OUT046,2396.529078138188
FDJ15,OUT018,2739.0830472711623
FDX24,OUT049,1481.9028751354508
FDT47,OUT046,1608.798736110568
FDT10,OUT049,1034.5908580736764
FDZ37,OUT018,1174.6901210567437
FDW43,OUT027,6138.6365924956
DRN36,OUT017,1561.3251085758538
FDJ14,OUT045,1237.495801779545
FDA32,OUT013,3642.8896236308947
FDJ38,OUT019,563.1397609814713
FDQ57,OUT017,2431.0738080869814
NCQ41,OUT019,595.8135482517565
FDG56,OUT049,1032.747371375129
DRC13,OUT027,3266.5668909469505
FDV55,OUT035,2376.292266034941
FDQ49,OUT045,2452.5455333184423
FDE29,OUT010,164.7140828713032
FDR03,OUT013,3453.0900451063435
FDD45,OUT049,1456.550627978364
FDN38,OUT010,969.2489205675605
FDT56,OUT046,938.8800290641141
FDT48,OUT045,3442.444948348733
FDU03,OUT049,3025.296292224486
FDC56,OUT010,412.7675555084327
NCO43,OUT027,2627.5271653418886
FDQ27,OUT017,1785.8901130299537
FDR03,OUT046,3374.673251887299
DRH23,OUT010,138.01322295926133
FDG22,OUT045,721.3878983541628
NCJ42,OUT013,1681.565288692088
FDR24,OUT046,1449.0956356939653
FDW60,OUT035,2947.7637873977446
FDJ08,OUT013,3082.870501257515
DRL59,OUT018,672.8778616384001
FDG60,OUT010,760.7790264666396
FDW27,OUT017,2522.820654717101
FDX14,OUT018,974.4434181820665
FDC20,OUT013,903.2075387617989
NCS29,OUT018,3499.4498340508585
FDJ56,OUT046,1590.515166003595
FDB20,OUT019,200.22535703290401
FDL28,OUT027,5859.226258119683
FDW01,OUT018,2069.0053385604474
FDL03,OUT046,3218.312731802633
FDX22,OUT049,3573.007099495484
FDJ21,OUT035,2496.0324150235965
FDR31,OUT045,2392.9614680223735
FDG21,OUT035,2732.0184375206677
FDS22,OUT027,1224.7394355368383
FDK08,OUT035,1652.5677466458017
FDE17,OUT018,2108.914277546518
NCN30,OUT017,1639.3077110140327
FDT50,OUT046,1542.7021074857398
NCX42,OUT049,2661.6396670276813
FDJ12,OUT035,3586.0027830990707
NCA18,OUT027,2966.6225386175606
FDP23,OUT019,643.4764879371932
FDX12,OUT013,4042.3317198162295
FDN40,OUT018,2118.384132317285
FDV48,OUT035,1258.1489186546416
NCY54,OUT013,2738.4354480611123
FDL16,OUT010,88.0348736922508
FDR45,OUT018,3260.183021039309
FDJ52,OUT046,2587.099661406449
DRG01,OUT017,1242.1032092866712
FDP52,OUT013,3775.3777016582485
FDU58,OUT017,3308.627346683848
FDL02,OUT045,1668.246881619589
FDG28,OUT013,4006.37190292663
FDA19,OUT035,2101.6702636225573
FDW46,OUT027,1908.1914291333524
NCD43,OUT049,1674.2856124603425
DRG39,OUT013,775.0533221249339
NCF55,OUT049,712.1613448669209
FDJ07,OUT046,1835.1237791265153
FDE08,OUT046,2358.156972930726
FDP56,OUT019,103.67443258905095
FDT45,OUT045,868.0204417291262
FDF17,OUT018,2844.7137258107014
FDX44,OUT046,1358.3410416934207
FDM28,OUT027,4873.232511549245
FDI36,OUT049,3284.317070602959
FDS07,OUT045,1771.8876719337775
FDD36,OUT045,1873.2789919383588
FDW11,OUT046,978.0542413939089
FDN40,OUT049,2388.4816817911633
NCQ18,OUT049,1531.615090360031
NCQ54,OUT017,2900.238191951635
NCS42,OUT045,1449.7052622355618
DRH39,OUT010,137.05535379585615
FDC09,OUT027,2850.0812422889885
FDT08,OUT010,498.8111924332415
FDC08,OUT035,4018.7783905318533
FDT20,OUT017,702.6978216963498
FDS35,OUT035,1100.6477097166173
FDX58,OUT018,2704.7846289903446
FDW58,OUT046,1724.4303114574186
DRD27,OUT046,1607.6965312371926
FDH32,OUT019,244.1158162040122
FDS26,OUT035,4339.009640503374
FDQ31,OUT046,1425.9630196944943
FDP11,OUT018,3144.0712856450095
FDD58,OUT017,1664.0899165627932
FDM33,OUT045,3546.9628143191285
FDZ16,OUT049,3177.2027857255125
NCS29,OUT010,938.346492303562
NCM18,OUT019,158.95969392586656
FDP11,OUT049,3615.0575449282846
NCC42,OUT017,2252.2811546735024
DRM23,OUT046,2710.5168493281817
NCN55,OUT027,5847.088423602807
FDK46,OUT013,4123.697706581257
FDR01,OUT046,3385.1131537299393
NCA05,OUT045,2318.7215023785466
NCP43,OUT017,3028.2585907417174
FDR12,OUT010,610.7333689776793
FDQ01,OUT013,3761.392102093101
FDM13,OUT046,1889.1759064693604
FDQ19,OUT017,4238.6189012544955
FDK56,OUT019,509.3812226730737
NCX06,OUT010,757.0972066315509
FDO56,OUT027,3094.6363732726386
FDU45,OUT045,1847.886431223102
FDI16,OUT019,141.9773471026116
FDL32,OUT046,1772.30058454391
FDA07,OUT046,2014.4130740535327
FDA14,OUT045,2309.7005251696014
FDV46,OUT027,3499.110238274201
NCO07,OUT035,3596.602549003372
NCP41,OUT046,1724.9506580590473
FDY60,OUT018,1932.0583416564618
FDN38,OUT017,3988.2507321083485
FDO15,OUT046,1175.6300994011672
FDT60,OUT013,1928.4012623044694
FDA55,OUT035,3986.5530599814206
FDE02,OUT010,299.2829894956688
DRJ39,OUT049,3660.3643419952127
FDV34,OUT035,1258.6561457373155
FDS20,OUT027,5061.464758804659
FDF02,OUT027,2771.619940010012
FDW40,OUT017,2347.834095982131
NCB43,OUT046,2953.2816126741905
FDR58,OUT017,1559.2439401324862
DRJ59,OUT035,733.9220264813911
NCD30,OUT017,1686.1658574956316
FDE14,OUT017,1667.035893729583
FDC28,OUT018,1448.5438821123842
FDU16,OUT018,1069.9336387582825
NCD19,OUT035,947.3821894402047
FDU21,OUT046,716.2345612902949
FDV59,OUT027,5644.756893047025
FDU03,OUT045,3168.413105423818
FDC33,OUT010,778.1365997500861
NCR42,OUT035,709.7659471226535
DRH59,OUT035,1215.4684540591193
NCM31,OUT035,2298.38722819316
FDS50,OUT035,3864.654544929105
FDP39,OUT046,830.8791604559441
FDQ55,OUT013,1915.4122911006436
FDV36,OUT019,364.5100148822125
FDI05,OUT027,2076.3455357989997
FDS45,OUT027,2832.451960463717
FDA39,OUT045,689.0452054687646
FDC37,OUT010,362.4326964922919
FDJ60,OUT027,4321.847502538318
DRQ35,OUT046,1975.141315601025
NCJ06,OUT046,1845.311243142154
NCY42,OUT018,2015.5404094656956
DRM37,OUT049,3175.824942793221
FDR14,OUT045,799.1158970183766
FDE51,OUT049,753.3190868969656
FDT33,OUT017,2857.633595167924
FDR08,OUT013,1790.7395694623924
FDE36,OUT010,578.9176602772411
FDL22,OUT019,253.21658467090384
FDR44,OUT013,2165.389386888072
FDI56,OUT019,225.47538596193598
FDE47,OUT010,448.1813985575907
FDV27,OUT010,284.2486080905393
FDV10,OUT049,730.9412588944049
FDC40,OUT045,1194.1560476897935
NCX41,OUT013,3459.851501178077
NCQ38,OUT027,2727.596365114498
FDV12,OUT027,2664.1851643936748
FDE52,OUT017,1449.618982433723
FDG20,OUT027,4650.089662733531
FDV16,OUT027,1204.1086885246143
FDI32,OUT017,1794.1081517242346
FDJ32,OUT049,1029.96640673505
FDN39,OUT018,2418.2073762848286
FDY34,OUT017,2930.3919549895027
FDC14,OUT035,749.938674580452
FDA55,OUT017,4022.7704477102648
FDZ50,OUT010,647.3732932433566
DRG13,OUT049,2693.0532218185836
FDP01,OUT013,2241.7724916743014
NCG54,OUT017,2872.1428217410753
FDM13,OUT045,1853.2918938880448
NCO18,OUT027,4811.210621873146
NCW41,OUT013,2514.307443707686
FDM52,OUT027,3815.4470451966695
NCF55,OUT035,744.4032769618377
FDT09,OUT046,2230.9460637543907
NCM19,OUT035,1832.6925700676745
FDW12,OUT018,2065.462378974238
FDP15,OUT019,806.8889480467507
FDK36,OUT045,759.4548001272967
FDZ25,OUT035,2981.3821749502386
NCW06,OUT049,3177.5710968357994
FDW60,OUT046,2968.427956381635
DRC49,OUT013,2280.406425671853
NCT17,OUT035,3218.784477959054
NCN06,OUT018,2320.7016904117054
FDC45,OUT013,2686.3339537835022
DRJ47,OUT019,480.65933919583745
NCF06,OUT045,3884.839823679713
FDE21,OUT010,429.54279056395205
DRG27,OUT013,687.7178019873908
FDW40,OUT049,2246.56392606166
NCO53,OUT046,2983.168370495751
FDE23,OUT049,754.2907050063607
FDQ16,OUT046,1707.4698103741941
FDS26,OUT045,3971.3021625624983
FDZ13,OUT010,117.9634971292717
FDS14,OUT049,2452.0906018754645
FDC10,OUT045,1860.39039086105
FDY16,OUT049,3226.8621201895335
FDJ20,OUT035,2022.2943767734223
FDV43,OUT035,712.5169407575997
FDZ32,OUT027,2851.803020014145
FDR23,OUT046,2770.815109626535
FDN24,OUT035,870.6498477017515
FDE34,OUT027,5086.936026290517
FDU31,OUT013,3642.5181695340284
FDW33,OUT018,1506.1685841693343
FDU26,OUT046,1847.521340256488
FDE20,OUT027,4567.804850814542
NCW05,OUT035,1699.5300902649046
FDB22,OUT018,2136.599135530433
FDO56,OUT046,1852.8379806810494
FDA19,OUT027,3395.8291285975797
DRI39,OUT045,879.6746743285353
FDH52,OUT018,817.3132527444458
FDZ50,OUT035,3190.3018116831063
NCN42,OUT035,2500.373010705243
FDB53,OUT013,2340.705472461135
DRG11,OUT017,1795.3038744062176
DRK11,OUT027,3712.757233320386
FDQ60,OUT017,2011.6845260643506
FDT36,OUT017,727.4706025388327
DRG25,OUT018,2726.5223244357685
DRJ23,OUT046,3065.5864498624883
FDG05,OUT035,2604.614217991942
NCK06,OUT018,1688.1271411414323
FDU52,OUT017,2482.471122418572
FDW07,OUT018,1144.529109440765
NCM17,OUT045,719.9540507542005
FDA22,OUT045,2778.4724618966493
NCA41,OUT018,2796.5630717653507
FDF38,OUT035,750.040937080872
FDH52,OUT046,1013.2217094605923
FDY58,OUT019,766.879223441307
FDZ16,OUT045,3164.734881536883
NCM18,OUT017,1085.3494643773552
FDA22,OUT018,2453.4958878105613
NCJ43,OUT035,2953.0474469346022
FDI34,OUT027,5973.39856506742
FDG56,OUT046,1024.7420875297005
FDS34,OUT046,1795.087674507838
DRC01,OUT035,871.5032295538899
FDQ04,OUT035,748.6107564447217
FDK04,OUT035,998.9505359951944
FDT51,OUT049,1758.3360167040132
FDV26,OUT017,3337.811323475087
FDS04,OUT049,2158.6533165545193
FDW43,OUT018,3233.6772725721153
FDQ28,OUT010,526.7469041526789
NCK06,OUT017,1943.5491366994354
FDS23,OUT018,1819.4640879924161
FDZ36,OUT019,548.6163934287932
FDE56,OUT018,829.1734839960063
FDW10,OUT027,4651.574222558553
NCN14,OUT045,3021.222210166145
NCQ18,OUT045,1525.7603734137272
FDW08,OUT017,1789.0839548910653
FDU43,OUT035,4031.0624183942105
FDR33,OUT010,379.23123717849745
FDM24,OUT010,495.6220061775519
NCZ05,OUT046,1636.9448574510343
NCV41,OUT035,1894.3160598180261
FDV11,OUT018,2512.864313894185
NCY05,OUT035,702.4945339231297
FDV44,OUT018,2701.099119454238
FDW32,OUT049,1272.2182233812819
NCU18,OUT027,3624.0985095077435
NCC43,OUT035,4091.2510107816233
FDW19,OUT013,1811.7290602861867
FDN31,OUT035,3205.79587065878
FDI48,OUT045,796.9119998617527
FDS24,OUT017,1386.8895292563107
FDF46,OUT049,1823.273130663375
DRG23,OUT017,2435.0973668362035
FDG14,OUT018,2104.471161168097
NCY30,OUT049,2942.239135089959
FDO28,OUT018,1664.7926512098038
DRD24,OUT035,2353.682589407929
FDI33,OUT049,1506.0387158732399
FDN32,OUT046,3026.1587298123522
FDR16,OUT045,3483.8403554159077
FDF26,OUT046,2492.482163800977
NCN29,OUT018,600.0779821210677
FDE20,OUT045,2817.33850971616
FDA46,OUT046,3072.228549691845
FDU28,OUT045,3092.8442901382805
FDQ48,OUT045,1623.1457767978227
FDV36,OUT013,2107.455264965335
FDR14,OUT018,703.0004969350413
FDP23,OUT017,3698.1152304349916
FDP56,OUT013,788.6184334518776
FDK48,OUT010,212.43233222743012
FDR48,OUT046,2369.6713535840186
NCY29,OUT049,939.7069640613747
FDM22,OUT018,720.1168584135858
DRJ01,OUT013,2549.551081146369
FDZ43,OUT045,4074.981462339864
FDV03,OUT035,2505.3268607643936
FDX11,OUT027,4912.783523486273
NCA41,OUT027,5177.227621933907
FDE38,OUT017,2774.8718863651684
FDI27,OUT018,581.0186563955098
FDN32,OUT013,3118.7303704369115
NCN43,OUT017,2027.213034065105
FDB47,OUT027,5514.987076079881
FDV03,OUT017,2532.6649219617548
NCN30,OUT045,1623.1396396043565
NCV54,OUT010,397.33666978395297
FDV07,OUT013,1748.3023104643542
FDP07,OUT049,3233.3652997968798
FDK48,OUT018,939.5125538308887
FDM15,OUT019,436.93541944344895
FDY19,OUT027,3089.0297796552068
FDK46,OUT046,3978.841037499408
FDY11,OUT045,1130.9339475385093
FDH09,OUT046,792.3450510228029
FDO08,OUT027,4325.140725839788
FDU14,OUT013,4088.824598220692
FDD22,OUT027,2936.535827796947
FDM27,OUT017,2584.205598648968
FDL02,OUT027,2832.8776387967023
NCA17,OUT035,2463.038533067357
FDE38,OUT019,450.99550259790766
NCG07,OUT049,3133.471944901935
DRC27,OUT013,3930.96281073903
FDA27,OUT035,3883.7962858556384
FDW40,OUT045,2246.048696880904
DRI11,OUT013,1789.1889501519063
FDN50,OUT046,1552.827558831865
FDR12,OUT046,2801.2225240017656
FDT34,OUT027,2771.5572700950192
FDW11,OUT035,1039.6329478965488
NCO30,OUT027,5093.185838447965
FDZ34,OUT017,3340.184259286199
FDU45,OUT017,1942.130651213802
NCD42,OUT035,747.2904968051629
FDX25,OUT045,3024.953539560358
NCR29,OUT046,928.2794755330962
FDX43,OUT019,582.2152513232318
FDB04,OUT010,265.8720557931205
FDR49,OUT027,1375.8362886823254
FDS39,OUT018,1926.3037397111677
FDW58,OUT045,1694.1139860066444
FDG22,OUT019,56.74080923849892
FDG31,OUT017,1074.690531473436
NCV53,OUT027,6094.795147578497
DRJ37,OUT035,2440.866568784564
FDV07,OUT035,1796.0005049970798
FDW52,OUT018,2395.487428674311
FDT15,OUT045,3144.186643162131
FDD02,OUT018,1573.706790436474
FDM16,OUT035,1180.0761137636207
NCE55,OUT046,2783.3111019062458
FDB57,OUT018,3193.6329935950234
FDQ04,OUT013,708.110883425145
FDQ47,OUT019,76.06483991402168
FDY14,OUT019,877.1885329793336
DRK37,OUT017,3234.6411404239657
FDO25,OUT017,3467.1685208838876
FDL57,OUT046,4033.2237319684714
NCK29,OUT018,1741.7731086677366
FDK46,OUT027,6104.605924201111
NCB43,OUT010,571.7877855694393
DRE01,OUT027,5914.091879962962
FDC46,OUT018,2778.085797270804
FDQ23,OUT045,1678.9185440509466
FDX38,OUT049,782.4399612442459
FDG60,OUT018,3313.6044015043162
FDW55,OUT017,4282.386938948067
FDP39,OUT013,767.5364714272062
FDB20,OUT018,1052.864710680446
FDV21,OUT017,2079.205716884682
FDZ02,OUT013,1517.776737610579
FDP19,OUT027,3364.0644628486375
FDA38,OUT035,3959.763736168292
FDH22,OUT045,2011.5041512608511
DRM11,OUT045,4077.024178207892
FDO12,OUT027,5207.107099306119
FDT14,OUT049,1858.6367340597023
FDW34,OUT010,918.3102871139884
FDG04,OUT027,5105.598448412046
FDW59,OUT018,1121.6492554062404
FDR33,OUT018,1550.2391176424205
FDP32,OUT013,2042.0609337006388
FDL13,OUT027,6117.535405591884
FDD22,OUT013,1820.2827384027335
FDV40,OUT027,1857.8994217692955
NCD55,OUT046,730.6314421919254
FDQ20,OUT010,70.82173009169698
FDD28,OUT045,926.9185665351786
FDC39,OUT045,3302.5813294997884
NCR17,OUT049,1858.5555230816533
DRO35,OUT018,1564.0113123352717
FDF40,OUT049,3834.113928497383
FDR31,OUT018,2064.70276304878
NCQ41,OUT017,3327.0269820132667
FDP38,OUT046,774.5318362938388
NCU54,OUT027,5409.535624246932
FDG22,OUT018,551.4667320322313
DRK59,OUT013,3778.863150219679
FDC37,OUT046,1716.1596516528568
NCO42,OUT013,2185.6624516974007
NCT42,OUT017,2406.079599258274
FDX27,OUT035,1639.6264755181555
FDV40,OUT018,958.0274764575119
FDT45,OUT027,1527.9826837790956
FDS47,OUT019,243.30766489536353
FDR45,OUT035,4057.6056251559407
FDB03,OUT045,3742.048205280055
FDO49,OUT035,759.4456457492837
FDU60,OUT027,4354.923370745253
FDB26,OUT018,659.194938384865
FDB46,OUT017,3644.1819010808917
FDQ37,OUT019,798.9753374243371
FDN03,OUT017,4318.604096334004
NCX30,OUT045,3897.0959528474586
FDK32,OUT019,419.076997167023
DRM47,OUT013,3131.161949077201
NCO02,OUT046,1102.4698773722675
FDP04,OUT013,1040.3866762380126
NCO43,OUT049,1676.5771852793437
FDD59,OUT013,1247.313747761697
FDQ10,OUT017,2967.4333425701093
FDW45,OUT035,2491.399055085281
NCK30,OUT049,3972.763693910246
FDU31,OUT018,3055.4640853048536
NCQ17,OUT019,374.7959140018523
FDN01,OUT017,2837.311860588658
FDZ19,OUT049,2835.7141499003205
DRG37,OUT017,2628.1268775920425
FDE32,OUT045,647.4656599283595
FDO34,OUT049,2795.9524545010586
